অংগ্রেজশিংবু	ꯑꯪꯒ꯭ꯔꯦꯖꯁꯤꯡꯕꯨ
কম্পানিশিংসু	ꯀꯝꯄꯥꯅꯤꯁꯤꯡꯁꯨ
কম্পার্টমেনতেল	ꯀꯝꯄꯥꯔ꯭ꯇꯃꯦꯟꯇꯦꯜ
কম্পার্টমেন্ট	ꯀꯝꯄꯥꯔ꯭ꯇꯃꯦꯟ꯭ꯇ
কম্পিটিটিবনেস	ꯀꯝꯄꯤꯇꯤꯇꯤꯕꯅꯦꯁ
কম্পিটিসন	ꯀꯝꯄꯤꯇꯤꯁꯟ
কম্পিটিসনগী	ꯀꯝꯄꯤꯇꯤꯁꯟꯒꯤ
কম্পিটিসনচিংবা	ꯀꯝꯄꯤꯇꯤꯁꯟꯆꯤꯡꯕꯥ
কম্পিটিসনদা	ꯀꯝꯄꯤꯇꯤꯁꯟꯗꯥ
কম্পিটিসননচিংবা	ꯀꯝꯄꯤꯇꯤꯁꯟꯅꯆꯤꯡꯕꯥ
কম্পিটিসনশিং	ꯀꯝꯄꯤꯇꯤꯁꯟꯁꯤꯡ
কম্পিটিসন্নচিংবগী	ꯀꯝꯄꯤꯇꯤꯁꯟꯅꯆꯤꯡꯕꯒꯤ
কম্পিটিসন্নচিংবনা	ꯀꯝꯄꯤꯇꯤꯁꯟꯅꯆꯤꯡꯕꯅꯥ
কম্পিতিটিভ	ꯀꯝꯄꯤꯇꯤꯇꯤꯚ
কম্পিতিতিব	ꯀꯝꯄꯤꯇꯤꯇꯤꯕ
কম্পিতিসন	ꯀꯝꯄꯤꯇꯤꯁꯟ
কম্পিতিসনগী	ꯀꯝꯄꯤꯇꯤꯁꯟꯒꯤ
কম্পিতিসনচিংবসু	ꯀꯝꯄꯤꯇꯤꯁꯟꯆꯤꯡꯕꯁꯨ
কম্পিতিসনদা	ꯀꯝꯄꯤꯇꯤꯁꯟꯗꯥ
কম্পিতিসনশিংসু	ꯀꯝꯄꯤꯇꯤꯁꯟꯁꯤꯡꯁꯨ
কম্পিতেনসি	ꯀꯝꯄꯤꯇꯦꯟꯁꯤ
কম্পিতেল	ꯀꯝꯄꯤꯇꯦꯜ
কম্পিনি	ꯀꯝꯄꯤꯅꯤ
কম্পু	ꯀꯝꯄꯨ
কম্পুতর	ꯀꯝꯄꯨꯇꯔ
কম্পু্যটর	ꯀꯝꯄꯨꯢꯇꯔ
কম্পু্যতর	ꯀꯝꯄꯨꯢꯇꯔ
কম্পু্যতরগী	ꯀꯝꯄꯨꯢꯇꯔꯒꯤ
কম্পু্যতরদা	ꯀꯝꯄꯨꯢꯇꯔꯗꯥ
কম্পু্যতরনচিংবা	ꯀꯝꯄꯨꯢꯇꯔꯅꯆꯤꯡꯕꯥ
কম্পু্যতরাইজ	ꯀꯝꯄꯨꯢꯇꯔꯥꯢꯖ
কম্পু্যতরাইজেসনগী	ꯀꯝꯄꯨꯢꯇꯔꯥꯢꯖꯦꯁꯟꯒꯤ
কম্পেক্তর	ꯀꯝꯄꯦꯛꯇꯔ
কম্পেনসেনগী	ꯀꯝꯄꯦꯟꯁꯦꯟꯒꯤ
কম্পেনসেসন	ꯀꯝꯄꯦꯟꯁꯦꯁꯟ
কম্পেনি	ꯀꯝꯄꯦꯅꯤ
কম্পেনিশিংনদি	ꯀꯝꯄꯦꯅꯤꯁꯤꯡꯅꯗꯤ
কম্পেন্সেসন	ꯀꯝꯄꯦꯟꯁꯦꯁꯟ
কম্পেসেসন	ꯀꯝꯄꯦꯁꯦꯁꯟ
কম্পেসেসনশিং	ꯀꯝꯄꯦꯁꯦꯁꯟꯁꯤꯡ
কম্পোজ	ꯀꯝꯄꯣꯖ
কম্পোজর	ꯀꯝꯄꯣꯖꯔ
কম্পোজিৎ	ꯀꯝꯄꯣꯖꯤꯠ
কম্পোস্ত	ꯀꯝꯄꯣꯁ꯭ꯇ
কম্বল	ꯀꯝꯕꯜ
কম্বলশিং	ꯀꯝꯕꯜꯁꯤꯡ
কম্বসনগী	ꯀꯝꯕꯁꯟꯒꯤ
কম্বাইন	ꯀꯝꯕꯥꯢꯟ
কম্বাইন্দ	ꯀꯝꯕꯥꯢꯟ꯭ꯗ
কম্বিরোন	ꯀꯝꯕꯤꯔꯣꯟ
কম্বিরোনদা	ꯀꯝꯕꯤꯔꯣꯟꯗꯥ
কম্বীরোলদা	ꯀꯝꯕꯤꯔꯣꯜꯗꯥ
কম্বোদিয়া	ꯀꯝꯕꯣꯗꯤꯌꯥ
কম্বোদিয়াগী	ꯀꯝꯕꯣꯗꯤꯌꯥꯒꯤ
কম্ম	ꯀꯝꯃ
কম্মন	ꯀꯝꯃꯟ
কম্মনৱেলথ	ꯀꯝꯃꯟꯋꯦꯜꯊ
কম্মনৱেল্থ	ꯀꯝꯃꯟꯋꯦꯜ꯭ꯊ
কম্মরসিএল	ꯀꯝꯃꯔꯁꯤꯑꯦꯜ
কম্মরসিয়েল	ꯀꯝꯃꯔꯁꯤꯌꯦꯜ
কম্মর্স	ꯀꯝꯃꯔ꯭ꯁ
কম্মর্সতা	ꯀꯝꯃꯔ꯭ꯁꯇꯥ
কম্মর্সনা	ꯀꯝꯃꯔ꯭ꯁꯅꯥ
কম্মর্সিএল	ꯀꯝꯃꯔꯁꯤꯑꯦꯜ
কম্মর্সিএলদা	ꯀꯝꯃꯔꯁꯤꯑꯦꯜꯗꯥ
কম্মর্সিয়েল	ꯀꯝꯃꯔꯁꯤꯌꯦꯜ
কম্মল	ꯀꯝꯃꯜ
কম্মলনাগরদগী	ꯀꯝꯃꯜꯅꯥꯒꯔꯗꯒꯤ
কম্মলনাথকী	ꯀꯝꯃꯜꯅꯥꯊꯀꯤ
কম্মস	ꯀꯝꯃꯁ
কম্মাচারি	ꯀꯝꯃꯥꯆꯥꯔꯤ
কম্মানদেন্ট	ꯀꯝꯃꯥꯟꯗꯦꯟ꯭ꯇ
কম্মান্দ	ꯀꯝꯃꯥꯟ꯭ꯗ
কম্মান্দগা	ꯀꯝꯃꯥꯟ꯭ꯗꯒꯥ
কম্মান্দগী	ꯀꯝꯃꯥꯟ꯭ꯗꯒꯤ
কম্মান্দনা	ꯀꯝꯃꯥꯟ꯭ꯗꯅꯥ
কম্মান্দর	ꯀꯝꯃꯥꯟꯗꯔ
কম্মান্দরনা	ꯀꯝꯃꯥꯟꯗꯔꯅꯥ
কম্মান্দরনি	ꯀꯝꯃꯥꯟꯗꯔꯅꯤ
কম্মান্দরশিং	ꯀꯝꯃꯥꯟꯗꯔꯁꯤꯡ
কম্মান্দরশিংগী	ꯀꯝꯃꯥꯟꯗꯔꯁꯤꯡꯒꯤ
কম্মান্দরশিংনা	ꯀꯝꯃꯥꯟꯗꯔꯁꯤꯡꯅꯥ
কম্মান্দরস	ꯀꯝꯃꯥꯟꯗꯔꯁ
কম্মান্দিং	ꯀꯝꯃꯥꯟꯗꯤꯡ
কম্মান্দেন্ট	ꯀꯝꯃꯥꯟꯗꯦꯟ꯭ꯇ
কম্মান্দেন্টনা	ꯀꯝꯃꯥꯟꯗꯦꯟ꯭ꯇꯅꯥ
কম্মান্দো	ꯀꯝꯃꯥꯟꯗꯣ
কম্মান্দোগা	ꯀꯝꯃꯥꯟꯗꯣꯒꯥ
কম্মান্দোগী	ꯀꯝꯃꯥꯟꯗꯣꯒꯤ
কম্মান্দোনা	ꯀꯝꯃꯥꯟꯗꯣꯅꯥ
কম্মান্দোশিংগী	ꯀꯝꯃꯥꯟꯗꯣꯁꯤꯡꯒꯤ
কম্মান্দোশিংনা	ꯀꯝꯃꯥꯟꯗꯣꯁꯤꯡꯅꯥ
কম্মিং	ꯀꯝꯃꯤꯡ
কম্মিংগী	ꯀꯝꯃꯤꯡꯒꯤ
কম্মিতি	ꯀꯝꯃꯤꯇꯤ
কম্মিতিগী	ꯀꯝꯃꯤꯇꯤꯒꯤ
কম্মিননা	ꯀꯝꯃꯤꯟꯅꯥ
কম্মিসন	ꯀꯝꯃꯤꯁꯟ
কম্মিসনগা	ꯀꯝꯃꯤꯁꯟꯒꯥ
কম্মিসনগী	ꯀꯝꯃꯤꯁꯟꯒꯤ
কম্মিসনদা	ꯀꯝꯃꯤꯁꯟꯗꯥ
কম্মিসননসু	ꯀꯝꯃꯤꯁꯟꯅꯁꯨ
কম্মিসননা	ꯀꯝꯃꯤꯁꯟꯅꯥ
কম্মিসনবু	ꯀꯝꯃꯤꯁꯟꯕꯨ
কম্মিসনার	ꯀꯝꯃꯤꯁꯅꯥꯔ
কম্মিসনারগী	ꯀꯝꯃꯤꯁꯅꯥꯔꯒꯤ
কম্মিসনারদা	ꯀꯝꯃꯤꯁꯅꯥꯔꯗꯥ
কম্মিসনারনা	ꯀꯝꯃꯤꯁꯅꯥꯔꯅꯥ
কম্মিসনারশিং	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡ
কম্মিসনারশিংগা	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯒꯥ
কম্মিসনারশিংগী	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯒꯤ
কম্মিসনারশিংদা	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯗꯥ
কম্মিসনারশিংনা	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯅꯥ
কম্মিসন্না	ꯀꯝꯃꯤꯁꯟꯅꯥ
কম্মিসন্নার	ꯀꯝꯃꯤꯁꯟꯅꯥꯔ
কম্মিস্নার	ꯀꯝꯃꯤꯁꯅꯥꯔ
কম্মিস্নারগী	ꯀꯝꯃꯤꯁꯅꯥꯔꯒꯤ
কম্মিস্নারদা	ꯀꯝꯃꯤꯁꯅꯥꯔꯗꯥ
কম্মিস্নারনচিংবা	ꯀꯝꯃꯤꯁꯅꯥꯔꯅꯆꯤꯡꯕꯥ
কম্মিস্নারনা	ꯀꯝꯃꯤꯁꯅꯥꯔꯅꯥ
কম্মিস্নারবুদি	ꯀꯝꯃꯤꯁꯅꯥꯔꯕꯨꯗꯤ
কম্মিস্নাররেট	ꯀꯝꯃꯤꯁꯅꯥꯔꯔꯦꯇ
কম্মিস্নারশিং	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡ
কম্মিস্নারশিংগা	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯒꯥ
কম্মিস্নারশিংদা	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯗꯥ
কম্মিস্নারশিংনা	ꯀꯝꯃꯤꯁꯅꯥꯔꯁꯤꯡꯅꯥ
কম্মুনিতি	ꯀꯝꯃꯨꯅꯤꯇꯤ
কম্মু্যনিকেট	ꯀꯝꯃꯨꯢꯅꯤꯀꯦꯠ
কম্মু্যনিকেটরশিংগী	ꯀꯝꯃꯨꯢꯅꯤꯀꯦꯇꯔꯁꯤꯡꯒꯤ
কম্মু্যনিকেসন	ꯀꯝꯃꯨꯢꯅꯤꯀꯦꯁꯟ
কম্মু্যনিকেসনদা	ꯀꯝꯃꯨꯢꯅꯤꯀꯦꯁꯟꯗꯥ
কম্মু্যনিকেসন্না	ꯀꯝꯃꯨꯢꯅꯤꯀꯦꯁꯟꯅꯥ
কম্মু্যনিকেসন্স	ꯀꯝꯃꯨꯢꯅꯤꯀꯦꯁꯟ꯭ꯁ
কম্মু্যনিতি	ꯀꯝꯃꯨꯢꯅꯤꯇꯤ
কম্মু্যনিতিগী	ꯀꯝꯃꯨꯢꯅꯤꯇꯤꯒꯤ
কম্মু্যনিতিশিংগী	ꯀꯝꯃꯨꯢꯅꯤꯇꯤꯁꯤꯡꯒꯤ
কম্মু্যনিতিশিংদা	ꯀꯝꯃꯨꯢꯅꯤꯇꯤꯁꯤꯡꯗꯥ
কম্মু্যনিষ্ট	ꯀꯝꯃꯨꯢꯅꯤꯁ꯭ꯇ
কম্মেন্টরিগুম্বা	ꯀꯝꯃꯦꯟꯇꯔꯤꯒꯨꯝꯕꯥ
কম্মেন্দেসন	ꯀꯝꯃꯦꯟꯗꯦꯁꯟ
কম্মেন্দেসনশিংসু	ꯀꯝꯃꯦꯟꯗꯦꯁꯟꯁꯤꯡꯁꯨ
কম্মেমোরেতিভ	ꯀꯝꯃꯦꯃꯣꯔꯦꯇꯤꯚ
কম্ম্যনিতিশিংগী	ꯀꯝꯃ꯭ꯌꯅꯤꯇꯤꯁꯤꯡꯒꯤ
করকিনোস	ꯀꯔꯀꯤꯅꯣꯁ
করখানাশিং	ꯀꯔꯈꯥꯅꯥꯁꯤꯡ
করখানাশিংনা	ꯀꯔꯈꯥꯅꯥꯁꯤꯡꯅꯥ
করখানাশিংবু	ꯀꯔꯈꯥꯅꯥꯁꯤꯡꯕꯨ
করখিয়াওদা	ꯀꯔꯈꯤꯌꯥꯎꯗꯥ
করজাই	ꯀꯔꯖꯥꯢ
করনরাজে	ꯀꯔꯟꯔꯥꯖꯦ
করনাটক্কী	ꯀꯔꯅꯥꯇꯛꯀꯤ
করনাতক	ꯀꯔꯅꯥꯇꯛ
করনাতকনা	ꯀꯔꯅꯥꯇꯛꯅꯥ
করনাতকা	ꯀꯔꯅꯥꯠꯀꯥ
করনাতক্কা	ꯀꯔꯅꯥꯇꯛꯀꯥ
করনাতক্কাগী	ꯀꯔꯅꯥꯇꯛꯀꯥꯒꯤ
করনাতক্কী	ꯀꯔꯅꯥꯇꯛꯀꯤ
করনাতক্তা	ꯀꯔꯅꯥꯇꯛꯇꯥ
করনাতক্না	ꯀꯔꯅꯥꯇꯛꯅꯥ
করনাল	ꯀꯔꯅꯥꯜ
করনি	ꯀꯔꯅꯤ
করপসন	ꯀꯔꯄꯁꯟ
করফি	ꯀꯔꯐꯤ
করফিউ	ꯀꯔꯐꯤꯎ
করফিউগী	ꯀꯔꯐꯤꯎꯒꯤ
করফিউগীম	ꯀꯔꯐꯤꯎꯒꯤꯝ
করফিউদি	ꯀꯔꯐꯤꯎꯗꯤ
করফিউনচিংবা	ꯀꯔꯐꯤꯎꯅꯆꯤꯡꯕꯥ
করফিউনা	ꯀꯔꯐꯤꯎꯅꯥ
করফিয়ু	ꯀꯔꯐꯤꯌꯨ
করফ্যু	ꯀꯔꯐ꯭ꯌꯨ
করবাইন্দ	ꯀꯔꯕꯥꯢꯟ꯭ꯗ
করবার	ꯀꯔꯕꯥꯔ
করবারদা	ꯀꯔꯕꯥꯔꯗꯥ
করবারাৱালাশিং	ꯀꯔꯕꯥꯔꯥꯋꯥꯂꯥꯁꯤꯡ
করবারৱালাশিং	ꯀꯔꯕꯥꯔꯋꯥꯂꯥꯁꯤꯡ
করবারৱালাশিংগী	ꯀꯔꯕꯥꯔꯋꯥꯂꯥꯁꯤꯡꯒꯤ
করবারৱালাশিংদা	ꯀꯔꯕꯥꯔꯋꯥꯂꯥꯁꯤꯡꯗꯥ
করবারৱালাশিংনা	ꯀꯔꯕꯥꯔꯋꯥꯂꯥꯁꯤꯡꯅꯥ
করবাৱালাশিং	ꯀꯔꯕꯥꯋꯥꯂꯥꯁꯤꯡ
করবি	ꯀꯔꯕꯤ
করম	ꯀꯔꯝ
করমন	ꯀꯔꯃꯅ
করমনা	ꯀꯔꯝꯅꯥ
করমবির	ꯀꯔꯝꯕꯤꯔ
করমহাইনা	ꯀꯔꯝꯍꯥꯢꯅꯥ
করম্না	ꯀꯔꯝꯅꯥ
করম্বা	ꯀꯔꯝꯕꯥ
করম্বীর	ꯀꯔꯝꯕꯤꯔ
করম্বীরনা	ꯀꯔꯝꯕꯤꯔꯅꯥ
করলাদা	ꯀꯔꯂꯥꯗꯥ
করসিং	ꯀꯔꯁꯤꯡ
করা	ꯀꯔꯥ
করাং	ꯀꯔꯥꯡ
করাইভি	ꯀꯔꯥꯢꯚꯤ
করাঞ্চি	ꯀꯔꯥꯟꯆꯤ
করাতনা	ꯀꯔꯥꯠꯅꯥ
করাম	ꯀꯔꯥꯝ
করামনা	ꯀꯔꯥꯝꯅꯥ
করাম্না	ꯀꯔꯥꯝꯅꯥ
করাৱাল	ꯀꯔꯥꯋꯥꯜ
করি	ꯀꯔꯤ
করিকুলম	ꯀꯔꯤꯀꯨꯂꯝ
করিকুলমদা	ꯀꯔꯤꯀꯨꯂꯝꯗꯥ
করিগীদমক	ꯀꯔꯤꯒꯤꯗꯃꯛ
করিগীনো	ꯀꯔꯤꯒꯤꯅꯣ
করিগুম্বদা	ꯀꯔꯤꯒꯨꯝꯕꯗꯥ
করিগুম্বা	ꯀꯔꯤꯒꯨꯝꯕꯥ
করিদগী	ꯀꯔꯤꯗꯒꯤ
করিনো	ꯀꯔꯤꯅꯣ
করিম	ꯀꯔꯤꯝ
করিমগঞ্জ	ꯀꯔꯤꯝꯒꯟ꯭ꯖ
করিমগঞ্জতা	ꯀꯔꯤꯝꯒꯟ꯭ꯖꯇꯥ
করিমত্তা	ꯀꯔꯤꯃꯠꯇꯥ
করিশু	ꯀꯔꯤꯁꯨ
করিসু	ꯀꯔꯤꯁꯨ
করিয়প্পা	ꯀꯔꯤꯌꯞꯄꯥ
করিয়াকরতাশিং	ꯀꯔꯤꯌꯥꯀꯔꯇꯥꯁꯤꯡ
করিয়াকর্তাশিং	ꯀꯔꯤꯌꯥꯀꯔꯇꯥꯁꯤꯡ
করিয়াকর্তাশিংগসু	ꯀꯔꯤꯌꯥꯀꯔꯇꯥꯁꯤꯡꯒꯁꯨ
করিয়াকাতাশিংদা	ꯀꯔꯤꯌꯥꯀꯥꯇꯥꯁꯤꯡꯗꯥ
করিয়াকাতাশিনা	ꯀꯔꯤꯌꯥꯀꯥꯇꯥꯁꯤꯅꯥ
করিয়াকার্তা	ꯀꯔꯤꯌꯥꯀꯥꯔꯇꯥ
করিয়াকার্তাশিংগা	ꯀꯔꯤꯌꯥꯀꯥꯔꯇꯥꯁꯤꯡꯒꯥ
করিয়াকার্তাশিংনা	ꯀꯔꯤꯌꯥꯀꯥꯔꯇꯥꯁꯤꯡꯅꯥ
করিয়াক্রমগী	ꯀꯔꯤꯌꯥꯀ꯭ꯔꯝꯒꯤ
করিয়াক্ররম	ꯀꯔꯤꯌꯥꯀ꯭ꯔꯔꯝ
করুনা	ꯀꯔꯨꯅꯥ
করুনানিধিগী	ꯀꯔꯨꯅꯥꯅꯤꯙꯤꯒꯤ
করুৱাং	ꯀꯔꯨꯋꯥꯡ
করেক্তরশিংগী	ꯀꯔꯦꯛꯇꯔꯁꯤꯡꯒꯤ
করেক্সনগী	ꯀꯔꯦꯛꯁꯟꯒꯤ
করেন্ট	ꯀꯔꯦꯟ꯭ꯇ
করেম্নফম	ꯀꯔꯦꯝꯅꯐꯝ
করেল্লিদগী	ꯀꯔꯦꯜꯂꯤꯗꯒꯤ
করেল্লিদা	ꯀꯔꯦꯜꯂꯤꯗꯥ
করেসপোনদেন্ট	ꯀꯔꯦꯁꯄꯣꯟꯗꯦꯟ꯭ꯇ
করেস্পোদেন্ট	ꯀꯔꯦꯁꯄꯣꯗꯦꯟ꯭ꯇ
করেস্পোন্দেন্ট	ꯀꯔꯦꯁꯄꯣꯟꯗꯦꯟ꯭ꯇ
করেস্পোন্দেন্টশিংগী	ꯀꯔꯦꯁꯄꯣꯟꯗꯦꯟ꯭ꯇꯁꯤꯡꯒꯤ
করোগী	ꯀꯔꯣꯒꯤ
করোর	ꯀꯔꯣꯔ
কর্নতক্কী	ꯀꯔꯅꯇꯛꯀꯤ
কর্নতক্তগীনি	ꯀꯔꯅꯇꯛꯇꯒꯤꯅꯤ
কর্নতাক	ꯀꯔꯅꯇꯥꯛ
কর্নতাক্কা	ꯀꯔꯅꯇꯥꯛꯀꯥ
কর্নাতক	ꯀꯔꯅꯥꯇꯛ
কর্নাতকনা	ꯀꯔꯅꯥꯇꯛꯅꯥ
কর্নাতকাগী	ꯀꯔꯅꯥꯇꯀꯥꯒꯤ
কর্নাতক্কা	ꯀꯔꯅꯥꯇꯛꯀꯥ
কর্নাতক্কাগী	ꯀꯔꯅꯥꯇꯛꯀꯥꯒꯤ
কর্নাতক্কী	ꯀꯔꯅꯥꯇꯛꯀꯤ
কর্নাতক্তা	ꯀꯔꯅꯥꯇꯛꯇꯥ
কর্নাতক্না	ꯀꯔꯅꯥꯇꯛꯅꯥ
কর্নাতাকগী	ꯀꯔꯅꯥꯇꯥꯛꯒꯤ
কর্নেল	ꯀꯔꯅꯦꯜ
কর্নেলনি	ꯀꯔꯅꯦꯜꯅꯤ
কর্ফিয়ু	ꯀꯔꯐꯤꯌꯨ
কর্বি	ꯀꯔꯕꯤ
কর্মা	ꯀꯔꯃꯥ
কর্মি	ꯀꯔꯃꯤ
কর্মিশিংদা	ꯀꯔꯃꯤꯁꯤꯡꯗꯥ
কর্মিশিংনা	ꯀꯔꯃꯤꯁꯤꯡꯅꯥ
কর্মিশিংবু	ꯀꯔꯃꯤꯁꯤꯡꯕꯨ
কর্মিশিংবুসু	ꯀꯔꯃꯤꯁꯤꯡꯕꯨꯁꯨ
কর্মিশিংসু	ꯀꯔꯃꯤꯁꯤꯡꯁꯨ
কর্ম্ম	ꯀꯔ꯭ꯃꯃ
কর্ম্মগী	ꯀꯔ꯭ꯃꯃꯒꯤ
কর্ম্মচারি	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤ
কর্ম্মচারিশিং	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤꯁꯤꯡ
কর্ম্মচারিশিংগী	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤꯁꯤꯡꯒꯤ
কর্ম্মচারিশিংদা	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤꯁꯤꯡꯗꯥ
কর্ম্মচারিশিংদি	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤꯁꯤꯡꯗꯤ
কর্ম্মচারিশিংনা	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤꯁꯤꯡꯅꯥ
কর্ম্মচারিশিংসু	ꯀꯔ꯭ꯃꯃꯆꯥꯔꯤꯁꯤꯡꯁꯨ
কর্ম্মন	ꯀꯔ꯭ꯃꯃꯟ
কর্ম্মনৱেল	ꯀꯔ꯭ꯃꯃꯟꯋꯦꯜ
কর্ম্মস	ꯀꯔ꯭ꯃꯃꯁ
কর্ম্মসকী	ꯀꯔ꯭ꯃꯃꯁꯀꯤ
কর্ম্মসনা	ꯀꯔ꯭ꯃꯃꯁꯅꯥ
কর্ম্মসিএল	ꯀꯔ꯭ꯃꯃꯁꯤꯑꯦꯜ
কর্ম্মা	ꯀꯔ꯭ꯃꯃꯥ
কর্ম্মি	ꯀꯔ꯭ꯃꯃꯤ
কর্ম্মিশিং	ꯀꯔ꯭ꯃꯃꯤꯁꯤꯡ
কর্ম্মিশিংগা	ꯀꯔ꯭ꯃꯃꯤꯁꯤꯡꯒꯥ
কর্ম্মিশিংগী	ꯀꯔ꯭ꯃꯃꯤꯁꯤꯡꯒꯤ
কর্ম্মিশিংদা	ꯀꯔ꯭ꯃꯃꯤꯁꯤꯡꯗꯥ
কর্ম্মিশিংনা	ꯀꯔ꯭ꯃꯃꯤꯁꯤꯡꯅꯥ
কর্ম্মীশিংনা	ꯀꯔ꯭ꯃꯃꯤꯁꯤꯡꯅꯥ
কলক	ꯀꯂꯛ
কলকতা	ꯀꯂꯀꯇꯥ
কলকাতা	ꯀꯜꯀꯥꯇꯥ
কলচর	ꯀꯜꯆꯔ
কলচরগা	ꯀꯜꯆꯔꯒꯥ
কলচরগী	ꯀꯜꯆꯔꯒꯤ
কলচরদা	ꯀꯜꯆꯔꯗꯥ
কলচরনা	ꯀꯜꯆꯔꯅꯥ
কলচরবু	ꯀꯜꯆꯔꯕꯨ
কলচরশিং	ꯀꯜꯆꯔꯁꯤꯡ
কলচরেল	ꯀꯜꯆꯔꯦꯜ
কলটিভেসন	ꯀꯜꯇꯤꯚꯦꯁꯟ
কলপ্না	ꯀꯂꯞꯅꯥ
কলবার্দ	ꯀꯜꯕꯥꯔ꯭ꯗ
কলম	ꯀꯂꯝ
কলমদা	ꯀꯂꯝꯗꯥ
কলমনিষ্ট	ꯀꯂꯝꯅꯤꯁ꯭ꯇ
কলম্বিয়াগী	ꯀꯂꯝꯕꯤꯌꯥꯒꯤ
কলম্বীয়াগী	ꯀꯂꯝꯕꯤꯌꯥꯒꯤ
কলম্বোদগী	ꯀꯂꯝꯕꯣꯗꯒꯤ
কলর	ꯀꯂꯔ
কলরগুম্বনি	ꯀꯂꯔꯒꯨꯝꯕꯅꯤ
কলরস	ꯀꯂꯔꯁ
কলহনবা	ꯀꯜꯍꯟꯕꯥ
কলহন্নবা	ꯀꯜꯍꯟꯅꯕꯥ
কলহৌদ্রবদি	ꯀꯜꯍꯧꯗ꯭ꯔꯕꯗꯤ
কলহৌরে	ꯀꯜꯍꯧꯔꯦ
কলা	ꯀꯂꯥ
কলাইকুন্দ	ꯀꯂꯥꯢꯀꯨꯟ꯭ꯗ
কলাকার	ꯀꯂꯥꯀꯥꯔ
কলাখেত্রদা	ꯀꯂꯥꯈꯦꯇ꯭ꯔꯗꯥ
কলাপহার	ꯀꯂꯥꯄꯍꯥꯔ
কলাপানি	ꯀꯂꯥꯄꯥꯅꯤ
কলাপানিদা	ꯀꯂꯥꯄꯥꯅꯤꯗꯥ
কলাম	ꯀꯂꯥꯝ
কলামগী	ꯀꯂꯥꯝꯒꯤ
কলামদা	ꯀꯂꯥꯝꯗꯥ
কলামনা	ꯀꯂꯥꯝꯅꯥ
কলারিপয়াতু	ꯀꯂꯥꯔꯤꯄꯌꯥꯇꯨ
কলিঙ্গ	ꯀꯂꯤꯡ꯭ꯒ
কলিতা	ꯀꯂꯤꯇꯥ
কলিমপোং	ꯀꯂꯤꯝꯄꯣꯡ
কলিমপোংদা	ꯀꯂꯤꯝꯄꯣꯡꯗꯥ
কলিমবোং	ꯀꯂꯤꯃꯕꯣꯡ
কলেক্তিব	ꯀꯂꯦꯛꯇꯤꯕ
কলেক্সন	ꯀꯂꯦꯛꯁꯟ
কলেজ	ꯀꯂꯦꯖ
কলেজকা	ꯀꯂꯦꯖꯀꯥ
কলেজকী	ꯀꯂꯦꯖꯀꯤ
কলেজগী	ꯀꯂꯦꯖꯒꯤ
কলেজগুম্বা	ꯀꯂꯦꯖꯒꯨꯝꯕꯥ
কলেজতগী	ꯀꯂꯦꯖꯇꯒꯤ
কলেজতসু	ꯀꯂꯦꯖꯇꯁꯨ
কলেজতা	ꯀꯂꯦꯖꯇꯥ
কলেজদগী	ꯀꯂꯦꯖꯗꯒꯤ
কলেজদসু	ꯀꯂꯦꯖꯗꯁꯨ
কলেজদা	ꯀꯂꯦꯖꯗꯥ
কলেজনা	ꯀꯂꯦꯖꯅꯥ
কলেজনি	ꯀꯂꯦꯖꯅꯤ
কলেজবু	ꯀꯂꯦꯖꯕꯨ
কলেজম	ꯀꯂꯦꯖꯝ
কলেজশিং	ꯀꯂꯦꯖꯁꯤꯡ
কলেজশিংগী	ꯀꯂꯦꯖꯁꯤꯡꯒꯤ
কলেজশিংদনা	ꯀꯂꯦꯖꯁꯤꯡꯗꯅꯥ
কলেজশিংদসু	ꯀꯂꯦꯖꯁꯤꯡꯗꯁꯨ
কলেজশিংদা	ꯀꯂꯦꯖꯁꯤꯡꯗꯥ
কলেজশিংদি	ꯀꯂꯦꯖꯁꯤꯡꯗꯤ
কলেজশিংনা	ꯀꯂꯦꯖꯁꯤꯡꯅꯥ
কলেজশিংবু	ꯀꯂꯦꯖꯁꯤꯡꯕꯨ
কলেজশিংসু	ꯀꯂꯦꯖꯁꯤꯡꯁꯨ
কলেজসু	ꯀꯂꯦꯖꯁꯨ
কলেৱা	ꯀꯂꯦꯋꯥ
কল্যান	ꯀꯂ꯭ꯌꯥꯟ
কল্লকপা	ꯀꯜꯂꯛꯄꯥ
