lang1,lang2
খুঙ্গংদগী,ꯈꯨꯡ꯭ꯒꯪꯗꯒꯤ
খুঙ্গংদা,ꯈꯨꯡ꯭ꯒꯪꯗꯥ
খুঙ্গংশিং,ꯈꯨꯡ꯭ꯒꯪꯁꯤꯡ
খুঙ্গংশিংগী,ꯈꯨꯡ꯭ꯒꯪꯁꯤꯡꯒꯤ
খুঙ্গংশিংদগী,ꯈꯨꯡ꯭ꯒꯪꯁꯤꯡꯗꯒꯤ
খুঙ্গংশিংদা,ꯈꯨꯡ꯭ꯒꯪꯁꯤꯡꯗꯥ
খুঙ্গংশিংনা,ꯈꯨꯡ꯭ꯒꯪꯁꯤꯡꯅꯥ
খুঙ্গংশিংবু,ꯈꯨꯡ꯭ꯒꯪꯁꯤꯡꯕꯨ
খুঙ্গগী,ꯈꯨꯡ꯭ꯒꯒꯤ
খুঙ্গঙ,ꯈꯨꯡ꯭ꯒꯪ
খুঙ্গত্তুনা,ꯈꯨꯡ꯭ꯒꯠꯇꯨꯅꯥ
খুঙ্গত্লক্ইবসি,ꯈꯨꯡ꯭ꯒꯠ꯭ꯜꯛꯏꯕꯁꯤ
খুঙ্গত্লক্পা,ꯈꯨꯡ꯭ꯒꯠ꯭ꯜꯛꯄꯥ
খুঙ্গত্লগা,ꯈꯨꯡ꯭ꯒꯠ꯭ꯜꯒꯥ
খুচোংচাহল্লগনি,ꯈꯨꯆꯣꯡꯆꯥꯜꯂꯒꯅꯤ
খুজপ্পী,ꯈꯨꯖꯞꯄꯤ
খুজাইকায়,ꯈꯨꯖꯥꯢꯀꯥꯢ
খুজাইকায়্,ꯈꯨꯖꯥꯢꯀꯥꯢ
খুজাইরোক,ꯈꯨꯖꯥꯢꯔꯣꯛ
খুজি,ꯈꯨꯖꯤ
খুজিং,ꯈꯨꯖꯤꯡ
খুজিগী,ꯈꯨꯖꯤꯒꯤ
খুজিল,ꯈꯨꯖꯤꯜ
খুজেং,ꯈꯨꯖꯦꯡ
খুজোক,ꯈꯨꯖꯣꯛ
খুঞ্জং,ꯈꯨꯟ꯭ꯖꯪ
খুঞ্জা,ꯈꯨꯟ꯭ꯖꯥ
খুঞ্জাউ,ꯈꯨꯟ꯭ꯖꯥꯎ
খুঞ্জাউদগী,ꯈꯨꯟ꯭ꯖꯥꯎꯗꯒꯤ
খুঞ্জাশিং,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡ
খুঞ্জাশিংগা,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯒꯥ
খুঞ্জাশিংগী,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯒꯤ
খুঞ্জাশিংগীদমক,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯒꯤꯗꯝꯛ
খুঞ্জাশিংগীদমক্তদি,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯒꯤꯗꯝꯛꯇꯗꯤ
খুঞ্জাশিংদা,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯗꯥ
খুঞ্জাশিংনসু,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯅꯁꯨ
খুঞ্জাশিংনা,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯅꯥ
খুঞ্জাশিংবু,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯕꯨ
খুঞ্জাশিংবুসু,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯕꯨꯁꯨ
খুত,ꯈꯨꯠ
খুত্তগী,ꯈꯨꯠꯇꯒꯤ
খুত্তা,ꯈꯨꯠꯇꯥ
খুত্তুনা,ꯈꯨꯠꯇꯨꯅꯥ
খুত্থংদা,ꯈꯨꯠꯊꯪꯗꯥ
খুত্থাংদ,ꯈꯨꯠꯊꯥꯡꯗ
খুত্থাংদদি,ꯈꯨꯠꯊꯥꯡꯗꯗꯤ
খুত্থাংদা,ꯈꯨꯠꯊꯥꯡꯗꯥ
খুত্থাদা,ꯈꯨꯠꯊꯥꯗꯥ
খুত্থীবা,ꯈꯨꯠꯊꯤꯕꯥ
খুত্পায়,ꯈꯨꯠꯄꯥꯢ
খুত্পায়্ফম,ꯈꯨꯠꯄꯥꯢ꯭ꯐꯝ
খুত্পায়্ফম্দা,ꯈꯨꯠꯄꯥꯢ꯭ꯐꯝ꯭ꯗꯥ
খুত্পু,ꯈꯨꯠꯄꯨ
খুত্ফম,ꯈꯨꯠꯐꯝ
খুত্লগা,ꯈꯨꯠ꯭ꯜꯒꯥ
খুত্লাই,ꯈꯨꯠ꯭ꯜꯥꯢ
খুত্লাইদু,ꯈꯨꯠ꯭ꯜꯥꯢꯗꯨ
খুত্লাইশিং,ꯈꯨꯠ꯭ꯜꯥꯢꯁꯤꯡ
খুত্শম্নদুনা,ꯈꯨꯠ꯭ꯁꯝ꯭ꯟꯗꯨꯅꯥ
খুত্শম্নরগা,ꯈꯨꯠ꯭ꯁꯝ꯭ꯟꯔꯒꯥ
খুত্শাংবী,ꯈꯨꯠ꯭ꯁꯥꯡꯕꯤ
খুত্শাংবীগি,ꯈꯨꯠ꯭ꯁꯥꯡꯕꯤꯒꯤ
খুত্শাংবীগী,ꯈꯨꯠ꯭ꯁꯥꯡꯕꯤꯒꯤ
খুত্শাংবীদো,ꯈꯨꯠ꯭ꯁꯥꯡꯕꯤꯗꯣ
খুত্শাংবীনা,ꯈꯨꯠ꯭ꯁꯥꯡꯕꯤꯅꯥ
খুত্শাংবীবু,ꯈꯨꯠ꯭ꯁꯥꯡꯕꯤꯕꯨ
খুত্শেম্নি,ꯈꯨꯠ꯭ꯁꯦꯝ꯭ꯟꯤ
খুত্সেম্গীদমক্তা,ꯈꯨꯠ꯭ꯁꯦꯝ꯭ꯒꯤꯗꯝꯛꯇꯥ
খুত্হৈবা,ꯈꯨꯠ꯭ꯩꯕꯥ
খুত্য়েন্দুবু,ꯈꯨꯠ꯭ꯢꯦꯟ꯭ꯗꯨꯕꯨ
খুত্য়েন্নো,ꯈꯨꯠ꯭ꯢꯦꯟꯅꯣ
খুথাংদা,ꯈꯨꯊꯥꯡꯗꯥ
খুথোংথিবা,ꯈꯨꯊꯣꯡꯊꯤꯕꯥ
খুদক,ꯈꯨꯗꯛ
খুদক্,ꯈꯨꯗꯛ
খুদক্কী,ꯈꯨꯗꯛꯀꯤ
খুদক্তগী,ꯈꯨꯗꯛꯇꯒꯤ
খুদক্তা,ꯈꯨꯗꯛꯇꯥ
খুদক্তুদা,ꯈꯨꯗꯛꯇꯨꯗꯥ
খুদম,ꯈꯨꯗꯝ
খুদমগী,ꯈꯨꯗꯝꯒꯤ
খুদমনি,ꯈꯨꯗꯝꯅꯤ
খুদমশিং,ꯈꯨꯗꯝꯁꯤꯡ
খুদাংগী,ꯈꯨꯗꯥꯡꯒꯤ
খুদাপ,ꯈꯨꯗꯥꯞ
খুদিং,ꯈꯨꯗꯤꯡ
খুদিংগী,ꯈꯨꯗꯤꯡꯒꯤ
খুদিংগীদমক,ꯈꯨꯗꯤꯡꯒꯤꯗꯝꯛ
খুদিংদ,ꯈꯨꯗꯤꯡꯗ
খুদিংদগী,ꯈꯨꯗꯤꯡꯗꯒꯤ
খুদিংদসু,ꯈꯨꯗꯤꯡꯗꯁꯨ
খুদিংদা,ꯈꯨꯗꯤꯡꯗꯥ
খুদিংম,ꯈꯨꯗꯤꯡꯃ
খুদিংমক,ꯈꯨꯗꯤꯡꯃꯛ
খুদিংমকনা,ꯈꯨꯗꯤꯡꯃꯛꯅꯥ
খুদিংমকপু,ꯈꯨꯗꯤꯡꯃꯛꯄꯨ
খুদিংমকপুসু,ꯈꯨꯗꯤꯡꯃꯛꯄꯨꯁꯨ
খুদিংমকসু,ꯈꯨꯗꯤꯡꯃꯛꯁꯨ
খুদিংমকা,ꯈꯨꯗꯤꯡꯃꯀꯥ
খুদিংমক্,ꯈꯨꯗꯤꯡꯃꯛ
খুদিংমক্কা,ꯈꯨꯗꯤꯡꯃꯛꯀꯥ
খুদিংমক্কী,ꯈꯨꯗꯤꯡꯃꯛꯀꯤ
খুদিংমক্কীদমক,ꯈꯨꯗꯤꯡꯃꯛꯀꯤꯗꯝꯛ
খুদিংমক্ত,ꯈꯨꯗꯤꯡꯃꯛꯇ
খুদিংমক্তগী,ꯈꯨꯗꯤꯡꯃꯛꯇꯒꯤ
খুদিংমক্তসু,ꯈꯨꯗꯤꯡꯃꯛꯇꯁꯨ
খুদিংমক্তা,ꯈꯨꯗꯤꯡꯃꯛꯇꯥ
খুদিংমক্নসু,ꯈꯨꯗꯤꯡꯃꯀ꯭ꯅꯁꯨ
খুদিংমক্না,ꯈꯨꯗꯤꯡꯃꯀ꯭ꯅꯥ
খুদিগী,ꯈꯨꯗꯤꯒꯤ
খুদিমক্তা,ꯈꯨꯗꯤꯝꯛꯇꯥ
খুদুং,ꯈꯨꯗꯨꯡ
খুদুংইনদুনা,ꯈꯨꯗꯨꯡꯏꯟꯗꯨꯅꯥ
খুদুনা,ꯈꯨꯗꯨꯅꯥ
খুদুম,ꯈꯨꯗꯨꯝ
খুদুম্,ꯈꯨꯗꯨꯝ
খুদেংথাবী,ꯈꯨꯗꯦꯡꯊꯥꯕꯤ
খুদেংথাবীদা,ꯈꯨꯗꯦꯡꯊꯥꯕꯤꯗꯥ
খুদৈ,ꯈꯨꯗꯩ
খুদোং,ꯈꯨꯗꯣꯡ
খুদোংচবশিং,ꯈꯨꯗꯣꯡꯆꯕꯁꯤꯡ
খুদোংচবা,ꯈꯨꯗꯣꯡꯆꯕꯥ
খুদোংচাংবা,ꯈꯨꯗꯣꯡꯆꯥꯡꯕꯥ
খুদোংচাগদবা,ꯈꯨꯗꯣꯡꯆꯥꯒꯗꯕꯥ
খুদোংচাগনি,ꯈꯨꯗꯣꯡꯆꯥꯒꯅꯤ
খুদোংচাদবশিং,ꯈꯨꯗꯣꯡꯆꯥꯗꯕꯁꯤꯡ
খুদোংচাদবশিংগী,ꯈꯨꯗꯣꯡꯆꯥꯗꯕꯁꯤꯡꯒꯤ
খুদোংচাদবশিংসু,ꯈꯨꯗꯣꯡꯆꯥꯗꯕꯁꯤꯡꯁꯨ
খুদোংচাদবসু,ꯈꯨꯗꯣꯡꯆꯥꯗꯕꯁꯨ
খুদোংচাদবা,ꯈꯨꯗꯣꯡꯆꯥꯗꯕꯥ
খুদোংচাননবগীদমক,ꯈꯨꯗꯣꯡꯆꯥꯟꯟꯕꯒꯤꯗꯝꯛ
খুদোংচাননবা,ꯈꯨꯗꯣꯡꯆꯥꯟꯟꯕꯥ
খুদোংচানবগীদমক,ꯈꯨꯗꯣꯡꯆꯥꯟꯕꯒꯤꯗꯝꯛ
খুদোংচানবা,ꯈꯨꯗꯣꯡꯆꯥꯟꯕꯥ
খুদোংচাবদা,ꯈꯨꯗꯣꯡꯆꯥꯕꯗꯥ
খুদোংচাবদি,ꯈꯨꯗꯣꯡꯆꯥꯕꯗꯤ
খুদোংচাবদু,ꯈꯨꯗꯣꯡꯆꯥꯕꯗꯨ
খুদোংচাবশিং,ꯈꯨꯗꯣꯡꯆꯥꯕꯁꯤꯡ
খুদোংচাবসি,ꯈꯨꯗꯣꯡꯆꯥꯕꯁꯤ
খুদোংচাবসু,ꯈꯨꯗꯣꯡꯆꯥꯕꯁꯨ
খুদোংচাবা,ꯈꯨꯗꯣꯡꯆꯥꯕꯥ
খুদোংচারবা,ꯈꯨꯗꯣꯡꯆꯥꯔꯕꯥ
খুদোংচারোই,ꯈꯨꯗꯣꯡꯆꯥꯔꯣꯢ
খুদোংচাহনগনি,ꯈꯨꯗꯣꯡꯆꯥꯟꯒꯅꯤ
খুদোংচাহনবতা,ꯈꯨꯗꯣꯡꯆꯥꯟꯕꯇꯥ
খুদোংচাহন্নগনি,ꯈꯨꯗꯣꯡꯆꯥꯟꯅꯒꯅꯤ
খুদোংচাহন্নবগীদমক,ꯈꯨꯗꯣꯡꯆꯥꯟꯅꯕꯒꯤꯗꯝꯛ
খুদোংচাহন্নবা,ꯈꯨꯗꯣꯡꯆꯥꯟꯅꯕꯥ
খুদোংচাহল্লগনি,ꯈꯨꯗꯣꯡꯆꯥꯜꯂꯒꯅꯤ
খুদোংচাহল্লিবা,ꯈꯨꯗꯣꯡꯆꯥꯜꯂꯤꯕꯥ
খুদোংথাবী,ꯈꯨꯗꯣꯡꯊꯥꯕꯤ
খুদোংথিংবশিং,ꯈꯨꯗꯣꯡꯊꯤꯡꯕꯁꯤꯡ
খুদোংথিংবা,ꯈꯨꯗꯣꯡꯊꯤꯡꯕꯥ
খুদোংথিদনবনি,ꯈꯨꯗꯣꯡꯊꯤꯗꯟꯕꯅꯤ
খুদোংথিনিংঙাই,ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯡꯉꯥꯢ
খুদোংথিনিংঙাইগী,ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯡꯉꯥꯢꯒꯤ
খুদোংথিনিংঙাইনি,ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯡꯉꯥꯢꯅꯤ
খুদোংথিনিঙাই,ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯉꯥꯢ
খুদোংথিনিঙাইনি,ꯈꯨꯗꯣꯡꯊꯤꯅꯤꯉꯥꯢꯅꯤ
খুদোংথিবগী,ꯈꯨꯗꯣꯡꯊꯤꯕꯒꯤ
খুদোংথিবশিং,ꯈꯨꯗꯣꯡꯊꯤꯕꯁꯤꯡ
খুদোংথিবশিংদগী,ꯈꯨꯗꯣꯡꯊꯤꯕꯁꯤꯡꯗꯒꯤ
খুদোংথিবশিংদা,ꯈꯨꯗꯣꯡꯊꯤꯕꯁꯤꯡꯗꯥ
খুদোংথিবা,ꯈꯨꯗꯣꯡꯊꯤꯕꯥ
খুদোংথিরবা,ꯈꯨꯗꯣꯡꯊꯤꯔꯕꯥ
খুদোংথীবদগী,ꯈꯨꯗꯣꯡꯊꯤꯕꯗꯒꯤ
খুদোংথীবা,ꯈꯨꯗꯣꯡꯊꯤꯕꯥ
খুদোথিবা,ꯈꯨꯗꯣꯊꯤꯕꯥ
খুদোপ,ꯈꯨꯗꯣꯞ
খুদোল,ꯈꯨꯗꯣꯜ
খুদোলনা,ꯈꯨꯗꯣꯜꯅꯥ
খুদোলনি,ꯈꯨꯗꯣꯜꯅꯤ
খুদোলনিহায়রদুনা,ꯈꯨꯗꯣꯜꯅꯤꯍꯥꯢꯔꯗꯨꯅꯥ
খুদোলপোত,ꯈꯨꯗꯣꯜꯄꯣꯠ
খুদোলপোৎ,ꯈꯨꯗꯣꯜꯄꯣꯠ
খুদোলপোৎনচিংবসু,ꯈꯨꯗꯣꯜꯄꯣꯠꯅꯆꯤꯡꯕꯁꯨ
খুদোলপোৎনচিংবা,ꯈꯨꯗꯣꯜꯄꯣꯠꯅꯆꯤꯡꯕꯥ
খুদোলপোৎশিং,ꯈꯨꯗꯣꯜꯄꯣꯠꯁꯤꯡ
খুদোলশিং,ꯈꯨꯗꯣꯜꯁꯤꯡ
খুদোল্,ꯈꯨꯗꯣꯜ
খুদোল্পোত,ꯈꯨꯗꯣꯜ꯭ꯞꯣꯠ
খুদোল্পোত্,ꯈꯨꯗꯣꯜ꯭ꯞꯣꯠ
খুন,ꯈꯨꯟ
খুনগা,ꯈꯨꯟꯒꯥ
খুনগী,ꯈꯨꯟꯒꯤ
খুনগৎপগা,ꯈꯨꯟꯒꯠꯄꯒꯥ
খুনজি,ꯈꯨꯟꯖꯤ
খুনজিদা,ꯈꯨꯟꯖꯤꯗꯥ
খুনবা,ꯈꯨꯟꯕꯥ
খুনাই,ꯈꯨꯅꯥꯢ
খুনাইগী,ꯈꯨꯅꯥꯢꯒꯤ
খুনিংথেক,ꯈꯨꯅꯤꯡꯊꯦꯛ
খুনু,ꯈꯨꯅꯨ
খুনুং,ꯈꯨꯅꯨꯡ
খুনুরৈমনা,ꯈꯨꯅꯨꯔꯩꯝꯅꯥ
খুনুরৈমবু,ꯈꯨꯅꯨꯔꯩꯝꯕꯨ
খুনুরৈমা,ꯈꯨꯅꯨꯔꯩꯃꯥ
খুনুশিং,ꯈꯨꯅꯨꯁꯤꯡ
খুনৌ,ꯈꯨꯅꯧ
খুনৌগী,ꯈꯨꯅꯧꯒꯤ
খুনৌদা,ꯈꯨꯅꯧꯗꯥ
খুনৌনচিংবা,ꯈꯨꯅꯧꯟꯆꯤꯡꯕꯥ
খুনৌনা,ꯈꯨꯅꯧꯅꯥ
খুনৌবু,ꯈꯨꯅꯧꯕꯨ
খুন্খ্রিবসি,ꯈꯨꯟ꯭ꯈ꯭ꯔꯤꯕꯁꯤ
খুন্গী,ꯈꯨꯟ꯭ꯒꯤ
খুন্গীমী,ꯈꯨꯟ꯭ꯒꯤꯃꯤ
খুন্গে,ꯈꯨꯟ꯭ꯒꯦ
খুন্জরিদনা,ꯈꯨꯟ꯭ꯖꯔꯤꯗꯅꯥ
খুন্জা,ꯈꯨꯟ꯭ꯖꯥ
খুন্জাশিং,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡ
খুন্জাশিংদা,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯗꯥ
খুন্জাশিংদি,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯗꯤ
খুন্জাশিংনা,ꯈꯨꯟ꯭ꯖꯥꯁꯤꯡꯅꯥ
খুন্তাকপদগী,ꯈꯨꯟ꯭ꯠꯥꯛꯞꯗꯒꯤ
খুন্তাকপা,ꯈꯨꯟ꯭ꯠꯥꯛꯄꯥ
খুন্তাক্লবা,ꯈꯨꯟ꯭ꯠꯥꯛ꯭ꯜꯕꯥ
খুন্দা,ꯈꯨꯟ꯭ꯗꯥ
খুন্দাদুনা,ꯈꯨꯟ꯭ꯗꯥꯗꯨꯅꯥ
খুন্দাবা,ꯈꯨꯟ꯭ꯗꯥꯕꯥ
খুন্দামিন্নদুনা,ꯈꯨꯟ꯭ꯗꯥꯃꯤꯟꯅꯗꯨꯅꯥ
খুন্দামিন্নবনা,ꯈꯨꯟ꯭ꯗꯥꯃꯤꯟꯅꯕꯅꯥ
খুন্দামিন্নরিবশিংনা,ꯈꯨꯟ꯭ꯗꯥꯃꯤꯟꯅꯔꯤꯕꯁꯤꯡꯅꯥ
খুন্দামিন্নরিবা,ꯈꯨꯟ꯭ꯗꯥꯃꯤꯟꯅꯔꯤꯕꯥ
খুন্দামীন্নরিবা,ꯈꯨꯟ꯭ꯗꯥꯃꯤꯟꯅꯔꯤꯕꯥ
খুন্দারিবশিংবু,ꯈꯨꯟ꯭ꯗꯥꯔꯤꯕꯁꯤꯡꯕꯨ
খুন্দারিবা,ꯈꯨꯟ꯭ꯗꯥꯔꯤꯕꯥ
খুন্দিন্নদুনা,ꯈꯨꯟ꯭ꯗꯤꯟꯅꯗꯨꯅꯥ
খুন্দুনা,ꯈꯨꯟ꯭ꯗꯨꯅꯥ
খুন্দোংবম,ꯈꯨꯟ꯭ꯗꯣꯡꯕꯝ
খুন্দ্রকাপম,ꯈꯨꯟ꯭ꯗ꯭ꯔꯀꯥꯞꯝ
খুন্দ্রাকপম,ꯈꯨꯟ꯭ꯗ꯭ꯔꯥꯛꯞꯝ
খুন্দ্রাকপমগী,ꯈꯨꯟ꯭ꯗ꯭ꯔꯥꯛꯞꯝꯒꯤ
খুন্দ্রাক্পম,ꯈꯨꯟ꯭ꯗ꯭ꯔꯥꯛꯄꯝ
খুন্নাই,ꯈꯨꯟꯅꯥꯢ
খুন্নাইঅমা,ꯈꯨꯟꯅꯥꯢꯑꯃꯥ
খুন্নাইগা,ꯈꯨꯟꯅꯥꯢꯒꯥ
খুন্নাইগী,ꯈꯨꯟꯅꯥꯢꯒꯤ
খুন্নাইগীদমক,ꯈꯨꯟꯅꯥꯢꯒꯤꯗꯝꯛ
খুন্নাইদা,ꯈꯨꯟꯅꯥꯢꯗꯥ
খুন্নাইনা,ꯈꯨꯟꯅꯥꯢꯅꯥ
খুন্নাইবু,ꯈꯨꯟꯅꯥꯢꯕꯨ
খুন্নাগী,ꯈꯨꯟꯅꯥꯒꯤ
খুন্নৌ,ꯈꯨꯟꯅꯧ
খুন্নৌদগী,ꯈꯨꯟꯅꯧꯗꯒꯤ
খুন্নৌদা,ꯈꯨꯟꯅꯧꯗꯥ
খুন্নৌনা,ꯈꯨꯟꯅꯧꯅꯥ
খুন্বদুনা,ꯈꯨꯟ꯭ꯕꯗꯨꯅꯥ
খুন্বা,ꯈꯨꯟ꯭ꯕꯥ
খুন্বিরগা,ꯈꯨꯟ꯭ꯕꯤꯔꯒꯥ
খুপকৎপা,ꯈꯨꯞꯀꯠꯄꯥ
খুবদা,ꯈꯨꯕꯗꯥ
খুবম,ꯈꯨꯕꯝ
খুবম্,ꯈꯨꯕꯝ
খুবম্দি,ꯈꯨꯕꯝ꯭ꯗꯤ
খুবসুরত,ꯈꯨꯕꯁꯨꯔꯠ
খুবা,ꯈꯨꯕꯥ
খুবাক,ꯈꯨꯕꯥꯛ
খুবাক্তা,ꯈꯨꯕꯥꯛꯇꯥ
খুবাম,ꯈꯨꯕꯥꯝ
খুবাম্,ꯈꯨꯕꯥꯝ
খুবাম্জাউ,ꯈꯨꯕꯥꯝ꯭ꯖꯥꯎ
খুবাম্জাউদো,ꯈꯨꯕꯥꯝ꯭ꯖꯥꯎꯗꯣ
খুবাম্জাউনা,ꯈꯨꯕꯥꯝ꯭ꯖꯥꯎꯅꯥ
খুবাম্দা,ꯈꯨꯕꯥꯝ꯭ꯗꯥ
খুবৈ,ꯈꯨꯕꯩ
খুভম,ꯈꯨꯚꯝ
খুভমদা,ꯈꯨꯚꯝꯗꯥ
খুভম্,ꯈꯨꯚꯝ
খুমজি,ꯈꯨꯝꯖꯤ
খুমজিদা,ꯈꯨꯝꯖꯤꯗꯥ
খুমজিনা,ꯈꯨꯝꯖꯤꯅꯥ
খুমন,ꯈꯨꯝꯟ
খুমনখি,ꯈꯨꯝꯟꯈꯤ
খুমনখিবদা,ꯈꯨꯝꯟꯈꯤꯕꯗꯥ
খুমনচানা,ꯈꯨꯝꯟꯆꯥꯅꯥ
খুমনথেম,ꯈꯨꯝꯟꯊꯦꯝ
খুমনবা,ꯈꯨꯝꯟꯕꯥ
খুমনবু,ꯈꯨꯝꯟꯕꯨ
খুমনিংবা,ꯈꯨꯝꯅꯤꯡꯕꯥ
খুমনৈ,ꯈꯨꯝꯅꯩ
খুমন্,ꯈꯨꯝꯟ
খুমন্গী,ꯈꯨꯝꯟ꯭ꯒꯤ
খুমন্থেম,ꯈꯨꯝꯟ꯭ꯊꯦꯝ
খুমন্না,ꯈꯨꯝꯟꯅꯥ
খুমন্শিং,ꯈꯨꯝꯟ꯭ꯁꯤꯡ
খুমন্শিংবু,ꯈꯨꯝꯟ꯭ꯁꯤꯡꯕꯨ
খুমবোংদা,ꯈꯨꯝꯕꯣꯡꯗꯥ
খুমাং,ꯈꯨꯃꯥꯡ
খুমাই,ꯈꯨꯃꯥꯢ
খুমুকচম,ꯈꯨꯃꯨꯛꯆꯝ
খুম্খিবোইরে,ꯈꯨꯝ꯭ꯈꯤꯕꯣꯢꯔꯦ
খুম্গনি,ꯈꯨꯝ꯭ꯒꯅꯤ
খুম্গে,ꯈꯨꯝ꯭ꯒꯦ
খুম্গেদো,ꯈꯨꯝ꯭ꯒꯦꯗꯣ
খুম্জবোইরে,ꯈꯨꯝ꯭ꯖꯕꯣꯢꯔꯦ
খুম্জরগা,ꯈꯨꯝ꯭ꯖꯔꯒꯥ
খুম্জিন্দুনা,ꯈꯨꯝ꯭ꯖꯤꯟ꯭ꯗꯨꯅꯥ
খুম্জিন্নবোইরে,ꯈꯨꯝ꯭ꯖꯤꯟꯅꯕꯣꯢꯔꯦ
খুম্জিন্নৈ,ꯈꯨꯝ꯭ꯖꯤꯟꯅꯩ
খুম্জিল্লগা,ꯈꯨꯝ꯭ꯖꯤꯜꯂꯒꯥ
খুম্জৈ,ꯈꯨꯝ꯭ꯖꯩ
খুম্দবা,ꯈꯨꯝ꯭ꯗꯕꯥ
খুম্দরবা,ꯈꯨꯝ꯭ꯗꯔꯕꯥ
খুম্দুনা,ꯈꯨꯝ꯭ꯗꯨꯅꯥ
খুম্দোক্খ্রেদো,ꯈꯨꯝ꯭ꯗꯣꯛꯈ꯭ꯔꯦꯗꯣ
খুম্নখি,ꯈꯨꯝ꯭ꯟꯈꯤ
খুম্নখ্রব,ꯈꯨꯝ꯭ꯟꯈ꯭ꯔꯕ
খুম্নখ্রবনি,ꯈꯨꯝ꯭ꯟꯈ꯭ꯔꯕꯅꯤ
খুম্নখ্রবা,ꯈꯨꯝ꯭ꯟꯈ꯭ꯔꯕꯥ
খুম্নখ্রে,ꯈꯨꯝ꯭ꯟꯈ꯭ꯔꯦ
খুম্নগদবনি,ꯈꯨꯝ꯭ꯟꯒꯗꯕꯅꯤ
খুম্নগদৌরি,ꯈꯨꯝ꯭ꯟꯒꯗꯧꯔꯤ
খুম্নগদৌরিবনি,ꯈꯨꯝ꯭ꯟꯒꯗꯧꯔꯤꯕꯅꯤ
খুম্নগনি,ꯈꯨꯝ꯭ꯟꯒꯅꯤ
খুম্নজরিবা,ꯈꯨꯝ꯭ꯟꯖꯔꯤꯕꯥ
খুম্নদবগী,ꯈꯨꯝ꯭ꯟꯗꯕꯒꯤ
খুম্নদুনা,ꯈꯨꯝ꯭ꯟꯗꯨꯅꯥ
খুম্ননবগীদমক,ꯈꯨꯝ꯭ꯟꯟꯕꯒꯤꯗꯝꯛ
খুম্ননবা,ꯈꯨꯝ꯭ꯟꯟꯕꯥ
খুম্ননা,ꯈꯨꯝ꯭ꯟꯅꯥ
খুম্ননিংঙাই,ꯈꯨꯝ꯭ꯟꯅꯤꯡꯉꯥꯢ
খুম্ননিঙাই,ꯈꯨꯝ꯭ꯟꯅꯤꯉꯥꯢ
খুম্নফম,ꯈꯨꯝ꯭ꯟꯐꯝ
খুম্নবগা,ꯈꯨꯝ꯭ꯟꯕꯒꯥ
খুম্নবগী,ꯈꯨꯝ꯭ꯟꯕꯒꯤ
খুম্নবগীদমক,ꯈꯨꯝ꯭ꯟꯕꯒꯤꯗꯝꯛ
খুম্নবগীদমক্তা,ꯈꯨꯝ꯭ꯟꯕꯒꯤꯗꯝꯛꯇꯥ
খুম্নবনি,ꯈꯨꯝ꯭ꯟꯕꯅꯤ
খুম্নবসু,ꯈꯨꯝ꯭ꯟꯕꯁꯨ
খুম্নবা,ꯈꯨꯝ꯭ꯟꯕꯥ
খুম্নবিনবা,ꯈꯨꯝ꯭ꯟꯕꯤꯟꯕꯥ
খুম্নবীবনি,ꯈꯨꯝ꯭ꯟꯕꯤꯕꯅꯤ
খুম্নবীবা,ꯈꯨꯝ꯭ꯟꯕꯤꯕꯥ
খুম্নরক্লোই,ꯈꯨꯝ꯭ꯟꯔꯛ꯭ꯜꯣꯢ
খুম্নরবা,ꯈꯨꯝ꯭ꯟꯔꯕꯥ
খুম্নরি,ꯈꯨꯝ꯭ꯟꯔꯤ
খুম্নশি,ꯈꯨꯝ꯭ꯟꯁꯤ
খুম্না,ꯈꯨꯝ꯭ꯟꯥ
খুম্নৈ,ꯈꯨꯝ꯭ꯟꯩ
খুম্বগী,ꯈꯨꯝ꯭ꯕꯒꯤ
খুম্বনা,ꯈꯨꯝ꯭ꯕꯅꯥ
খুম্বা,ꯈꯨꯝ꯭ꯕꯥ
খুম্বীদে,ꯈꯨꯝ꯭ꯕꯤꯗꯦ
খুম্বীনবসু,ꯈꯨꯝ꯭ꯕꯤꯟꯕꯁꯨ
খুম্বোং,ꯈꯨꯝ꯭ꯕꯣꯡ
খুম্বোংময়ুম,ꯈꯨꯝ꯭ꯕꯣꯡꯃꯌꯨꯝ
