অংথা	ꯑꯪꯊꯥ
এক্সকী	ꯑꯦꯛ꯭ꯁꯀꯤ
এক্সক্রাভেতর	ꯑꯦꯛ꯭ꯁꯀ꯭ꯔꯥꯚꯦꯇꯔ
এক্সক্লুসন	ꯑꯦꯛ꯭ꯁꯀ꯭ꯂꯨꯁꯟ
এক্সক্লুসিপ	ꯑꯦꯛ꯭ꯁꯀ꯭ꯂꯨꯁꯤꯞ
এক্সক্লুসিব	ꯑꯦꯛ꯭ꯁꯀ꯭ꯂꯨꯁꯤꯕ
এক্সগ্রেসিয়াগী	ꯑꯦꯛ꯭ꯁꯒ꯭ꯔꯦꯁꯤꯌꯥꯒꯤ
এক্সটরনেল	ꯑꯦꯛ꯭ꯁꯇꯔꯅꯦꯜ
এক্সটেন্সন	ꯑꯦꯛ꯭ꯁꯇꯦꯟꯁꯟ
এক্সট্রিমিষ্ট	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯁ꯭ꯇ
এক্সতর্নেল	ꯑꯦꯛ꯭ꯁꯇꯔꯅꯦꯜ
এক্সতিংগুইসর	ꯑꯦꯛ꯭ꯁꯇꯤꯡꯒꯨꯢꯁꯔ
এক্সতেন্দেদ	ꯑꯦꯛ꯭ꯁꯇꯦꯟꯗꯦꯗ
এক্সতেন্সন	ꯑꯦꯛ꯭ꯁꯇꯦꯟꯁꯟ
এক্সত্রা	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯥ
এক্সত্রিমলি	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯝꯂꯤ
এক্সত্রিমিজম	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯖꯝ
এক্সত্রিমিজমগা	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯖꯝꯒꯥ
এক্সত্রিমিজমগী	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯖꯝꯒꯤ
এক্সত্রিমিজমনা	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯖꯝꯅꯥ
এক্সত্রিমিষ্ট	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯁ꯭ꯇ
এক্সত্রিমিষ্টশিংনা	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯁ꯭ꯇꯁꯤꯡꯅꯥ
এক্সত্রিমিস	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯁ
এক্সত্রিমীজম	ꯑꯦꯛ꯭ꯁꯇ꯭ꯔꯤꯃꯤꯖꯝ
এক্সন	ꯑꯦꯛꯁꯟ
এক্সপরিএন্স	ꯑꯦꯛ꯭ꯁꯄꯔꯤꯑꯦꯟ꯭ꯁ
এক্সপরিমেন্ট	ꯑꯦꯛ꯭ꯁꯄꯔꯤꯃꯦꯟ꯭ꯇ
এক্সপরিয়েন্স	ꯑꯦꯛ꯭ꯁꯄꯔꯤꯌꯦꯟ꯭ꯁ
এক্সপর্টশিংনা	ꯑꯦꯛ꯭ꯁꯄꯔ꯭ꯇꯁꯤꯡꯅꯥ
এক্সপান্সন	ꯑꯦꯛ꯭ꯁꯄꯥꯟꯁꯟ
এক্সপার্ট	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇ
এক্সপার্টশিং	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇꯁꯤꯡ
এক্সপার্টশিংগা	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇꯁꯤꯡꯒꯥ
এক্সপার্টশিংগী	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇꯁꯤꯡꯗꯥ
এক্সপার্টশিংনা	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇꯁꯤꯡꯅꯥ
এক্সপার্টসু	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇꯁꯨ
এক্সপিদিসন	ꯑꯦꯛ꯭ꯁꯄꯤꯗꯤꯁꯟ
এক্সপিরিয়েন্স	ꯑꯦꯛ꯭ꯁꯄꯤꯔꯤꯌꯦꯟ꯭ꯁ
এক্সপেনদিচর	ꯑꯦꯛ꯭ꯁꯄꯦꯟꯗꯤꯆꯔ
এক্সপেনদিচরনা	ꯑꯦꯛ꯭ꯁꯄꯦꯟꯗꯤꯆꯔꯅꯥ
এক্সপেন্দিচর	ꯑꯦꯛ꯭ꯁꯄꯦꯟꯗꯤꯆꯔ
এক্সপেন্দিচরগী	ꯑꯦꯛ꯭ꯁꯄꯦꯟꯗꯤꯆꯔꯒꯤ
এক্সপেন্দিচরনা	ꯑꯦꯛ꯭ꯁꯄꯦꯟꯗꯤꯆꯔꯅꯥ
এক্সপেন্দেবল	ꯑꯦꯛ꯭ꯁꯄꯦꯟꯗꯦꯕꯜ
এক্সপেসকী	ꯑꯦꯛ꯭ꯁꯄꯦꯁꯀꯤ
এক্সপো	ꯑꯦꯛ꯭ꯁꯄꯣ
এক্সপোগী	ꯑꯦꯛ꯭ꯁꯄꯣꯒꯤ
এক্সপোদা	ꯑꯦꯛ꯭ꯁꯄꯣꯗꯥ
এক্সপোর্ট	ꯑꯦꯛ꯭ꯁꯄꯣꯔ꯭ꯇ
এক্সপোর্টকী	ꯑꯦꯛ꯭ꯁꯄꯣꯔ꯭ꯇꯀꯤ
এক্সপোর্টতরস	ꯑꯦꯛ꯭ꯁꯄꯣꯔ꯭ꯇꯇꯔꯁ
এক্সপ্যার	ꯑꯦꯛ꯭ꯁꯄ꯭ꯌꯥꯔ
এক্সপ্রেস	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁ
এক্সপ্রেসকী	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯀꯤ
এক্সপ্রেসতনা	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯇꯅꯥ
এক্সপ্রেসতা	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯇꯥ
এক্সপ্রেসন	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯟ
এক্সপ্রেসনা	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯅꯥ
এক্সপ্রেসশিং	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯁꯤꯡ
এক্সপ্রেসশিংগী	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯁꯤꯡꯒꯤ
এক্সপ্রেসসু	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯁꯨ
এক্সপ্রেসৱে	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯋꯦ
এক্সপ্রেসৱেগী	ꯑꯦꯛ꯭ꯁꯄ꯭ꯔꯦꯁꯋꯦꯒꯤ
এক্সরসাইজ	ꯑꯦꯛꯁꯔꯁꯥꯢꯖ
এক্সরে	ꯑꯦꯛ꯭ꯁꯔꯦ
এক্সলেন্স	ꯑꯦꯛ꯭ꯁꯂꯦꯟ꯭ꯁ
এক্সসিলেন্স	ꯑꯦꯛ꯭ꯁꯁꯤꯂꯦꯟ꯭ꯁ
এক্সাইজ	ꯑꯦꯛꯁꯥꯢꯖ
এক্সাইজগা	ꯑꯦꯛꯁꯥꯢꯖꯒꯥ
এক্সাইজগী	ꯑꯦꯛꯁꯥꯢꯖꯒꯤ
এক্সাইজতা	ꯑꯦꯛꯁꯥꯢꯖꯇꯥ
এক্সাইজদা	ꯑꯦꯛꯁꯥꯢꯖꯗꯥ
এক্সাইস	ꯑꯦꯛꯁꯥꯢꯁ
এক্সাপার্ট	ꯑꯦꯛ꯭ꯁꯄꯥꯔ꯭ꯇ
এক্সিদেন্ট	ꯑꯦꯛꯁꯤꯗꯦꯟ꯭ꯇ
এক্সিদেন্টকী	ꯑꯦꯛꯁꯤꯗꯦꯟ꯭ꯇꯀꯤ
এক্সিদেন্টতা	ꯑꯦꯛꯁꯤꯗꯦꯟ꯭ꯇꯇꯥ
এক্সিদেন্ত	ꯑꯦꯛꯁꯤꯗꯦꯟ꯭ꯇ
এক্সিদেন্ততা	ꯑꯦꯛꯁꯤꯗꯦꯟ꯭ꯇꯇꯥ
এক্সিদেন্তদা	ꯑꯦꯛꯁꯤꯗꯦꯟ꯭ꯇꯗꯥ
এক্সিদেন্তা	ꯑꯦꯛꯁꯤꯗꯦꯟꯇꯥ
এক্সিলেন্স	ꯑꯦꯛꯁꯤꯂꯦꯟ꯭ꯁ
এক্সিলেন্সনা	ꯑꯦꯛꯁꯤꯂꯦꯟ꯭ꯁꯅꯥ
এক্সিৎ	ꯑꯦꯛꯁꯤꯠ
এক্সেলসেনগী	ꯑꯦꯛꯁꯦꯜꯁꯦꯟꯒꯤ
এক্সেলেন্স	ꯑꯦꯛꯁꯦꯂꯦꯟꯁ
এক্সেলেন্সকী	ꯑꯦꯛꯁꯦꯂꯦꯟ꯭ꯁꯀꯤ
এক্সেলেন্সশিং	ꯑꯦꯛꯁꯦꯂꯦꯟ꯭ꯁꯁꯤꯡ
এক্সেস	ꯑꯦꯛꯁꯦꯁ
এক্সেসকা	ꯑꯦꯛꯁꯦꯁꯀꯥ
এক্সেসসিবল	ꯑꯦꯛꯁꯦꯁꯁꯤꯕꯜ
এগ	ꯑꯦꯒ
এগজাম	ꯑꯦꯒꯖꯥꯝ
এগজামশিং	ꯑꯦꯒꯖꯥꯝꯁꯤꯡ
এগজামশিংগী	ꯑꯦꯒꯖꯥꯝꯁꯤꯡꯒꯤ
এগজামিনসেন	ꯑꯦꯒꯖꯥꯃꯤꯟꯁꯦꯟ
এগজামিনেসন	ꯑꯦꯒꯖꯥꯃꯤꯅꯦꯁꯟ
এগজামিনেসনদা	ꯑꯦꯒꯖꯥꯃꯤꯅꯦꯁꯟꯗꯥ
এগজামিনেসন্সকী	ꯑꯦꯒꯖꯥꯃꯤꯅꯦꯁꯟ꯭ꯁꯀꯤ
এগজিকু	ꯑꯦꯒꯖꯤꯀꯨ
এগজিকুতিব	ꯑꯦꯒꯖꯤꯀꯨꯇꯤꯕ
এগজিকু্যতিব	ꯑꯦꯒꯖꯤꯀꯨꯢꯇꯤꯕ
এগজিক্যুতিব	ꯑꯦꯒꯖꯤꯀ꯭ꯌꯨꯇꯤꯕ
এগজিক্যুতিবকী	ꯑꯦꯒꯖꯤꯀ꯭ꯌꯨꯇꯤꯕꯀꯤ
এগজিক্যুতিবগী	ꯑꯦꯒꯖꯤꯀ꯭ꯌꯨꯇꯤꯕꯒꯤ
এগজিক্যুতিবনা	ꯑꯦꯒꯖꯤꯀ꯭ꯌꯨꯇꯤꯕꯅꯥ
এগজিক্যুতিভ	ꯑꯦꯒꯖꯤꯀ꯭ꯌꯨꯇꯤꯚ
এগজিবিসন	ꯑꯦꯒꯖꯤꯕꯤꯁꯟ
এগজিভিসন	ꯑꯦꯒꯖꯤꯚꯤꯁꯟ
এগজুকিতিব	ꯑꯦꯒꯖꯨꯀꯤꯇꯤꯕ
এগজেমসন	ꯑꯦꯒꯖꯦꯝꯁꯟ
এগা	ꯑꯦꯒꯥ
এগী	ꯑꯦꯒꯤ
এগেনষ্ট	ꯑꯦꯒꯦꯟꯁ꯭ꯇ
এগেন্ট	ꯑꯦꯒꯦꯟ꯭ꯇ
এগেন্টস	ꯑꯦꯒꯦꯟ꯭ꯇꯁ
এগেন্স	ꯑꯦꯒꯦꯟ꯭ꯁ
এগেন্স্ত্	ꯑꯦꯒꯦꯟ꯭ꯁ꯭ꯇ
এগ্রি	ꯑꯦꯒ꯭ꯔꯤ
এগ্রিকলচর	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔ
এগ্রিকলচরগী	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯒꯤ
এগ্রিকলচরেল	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯦꯜ
এগ্রিকলচরেল্লি	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯦꯜꯂꯤ
এগ্রিমেন্ট	ꯑꯦꯒ꯭ꯔꯤꯃꯦꯟ꯭ꯇ
এগ্রিমেন্টতা	ꯑꯦꯒ꯭ꯔꯤꯃꯦꯟ꯭ꯇꯇꯥ
এগ্রিলকলচর	ꯑꯦꯒ꯭ꯔꯤꯜꯀꯜꯆꯔ
এগ্রী	ꯑꯦꯒ꯭ꯔꯤ
এগ্রীকলচর	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔ
এগ্রীকলচরগী	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯒꯤ
এগ্রীকলচরদা	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯗꯥ
এগ্রীকলচরবু	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯕꯨ
এগ্রীকলচরেল	ꯑꯦꯒ꯭ꯔꯤꯀꯜꯆꯔꯦꯜ
এগ্রীগী	ꯑꯦꯒ꯭ꯔꯤꯒꯤ
এগ্রীগ্রেট	ꯑꯦꯒ꯭ꯔꯤꯒ꯭ꯔꯦꯇ
এগ্রীমেন্ট	ꯑꯦꯒ꯭ꯔꯤꯃꯦꯟ꯭ꯇ
এগ্রীমেন্টকী	ꯑꯦꯒ꯭ꯔꯤꯃꯦꯟ꯭ꯇꯀꯤ
এগ্রীমেন্টতা	ꯑꯦꯒ꯭ꯔꯤꯃꯦꯟ꯭ꯇꯇꯥ
এগ্রীমেন্টশিং	ꯑꯦꯒ꯭ꯔꯤꯃꯦꯟ꯭ꯇꯁꯤꯡ
এগ্রো	ꯑꯦꯒ꯭ꯔꯣ
এগ্লোমেরেসনদা	ꯑꯦꯒ꯭ꯂꯣꯃꯦꯔꯦꯁꯟꯗꯥ
এঙ্করনা	ꯑꯦꯡꯀꯔꯅꯥ
এঙ্গলিং	ꯑꯦꯡꯒꯂꯤꯡ
এঙ্গলো	ꯑꯦꯡꯒꯂꯣ
এঙ্গেলা	ꯑꯦꯡꯒꯦꯂꯥ
এঙ্গোলো	ꯑꯦꯡꯒꯣꯂꯣ
এচ	ꯑꯦꯆ
এচিপমেন্ট	ꯑꯦꯆꯤꯞꯃꯦꯟ꯭ꯇ
এচিফমেন্ট	ꯑꯦꯆꯤꯐꯃꯦꯟ꯭ꯇ
এচিবমেন্ট	ꯑꯦꯆꯤꯕꯃꯦꯟ꯭ꯇ
এচিভমেন্ট	ꯑꯦꯆꯤꯚꯃꯦꯟ꯭ꯇ
এচিভরস	ꯑꯦꯆꯤꯚꯔꯁ
এচিভিং	ꯑꯦꯆꯤꯚꯤꯡ
এজ	ꯑꯦꯖ
এজকেস্নেল	ꯑꯦꯖꯀꯦꯁꯅꯦꯜ
এজুকেতেদ	ꯑꯦꯖꯨꯀꯦꯇꯦꯗ
এজুকেসন	ꯑꯦꯖꯨꯀꯦꯁꯟ
এজুকেসনগী	ꯑꯦꯖꯨꯀꯦꯁꯟꯒꯤ
এজুকেসনদা	ꯑꯦꯖꯨꯀꯦꯁꯟꯗꯥ
এজুকেসননি	ꯑꯦꯖꯨꯀꯦꯁꯟꯅꯤ
এজুকেসনিষ্ট	ꯑꯦꯖꯨꯀꯦꯁꯅꯤꯁ꯭ꯇ
এজুকেসনেল	ꯑꯦꯖꯨꯀꯦꯁꯅꯦꯜ
এজুকেস্নেল	ꯑꯦꯖꯨꯀꯦꯁꯅꯦꯜ
এজেন্ট	ꯑꯦꯖꯦꯟ꯭ꯇ
এজেন্টশিং	ꯑꯦꯖꯦꯟ꯭ꯇꯁꯤꯡ
এজেন্টশিংগী	ꯑꯦꯖꯦꯟ꯭ꯇꯁꯤꯡꯒꯤ
এজেন্টশিংদগী	ꯑꯦꯖꯦꯟ꯭ꯇꯁꯤꯡꯗꯒꯤ
এজেন্টশিংদা	ꯑꯦꯖꯦꯟ꯭ꯇꯁꯤꯡꯗꯥ
এজেন্টশিংনা	ꯑꯦꯖꯦꯟ꯭ꯇꯁꯤꯡꯅꯥ
এজেন্দাদা	ꯑꯦꯖꯦꯟꯗꯥꯗꯥ
এজেন্দাবু	ꯑꯦꯖꯦꯟꯗꯥꯕꯨ
এজেন্সি	ꯑꯦꯖꯦꯟꯁꯤ
এজেন্সিগী	ꯑꯦꯖꯦꯟꯁꯤꯒꯤ
এজেন্সিজ	ꯑꯦꯖꯦꯟꯁꯤꯖ
এজেন্সিদা	ꯑꯦꯖꯦꯟꯁꯤꯗꯥ
এজেন্সিনা	ꯑꯦꯖꯦꯟꯁꯤꯅꯥ
এজেন্সিশিং	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡ
এজেন্সিশিংগসু	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡꯒꯁꯨ
এজেন্সিশিংগা	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡꯒꯥ
এজেন্সিশিংগী	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡꯒꯤ
এজেন্সিশিংদা	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡꯗꯥ
এজেন্সিশিংনা	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡꯅꯥ
এজেন্সিসিশিং	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡ
এঞ্জিনিয়ার	ꯑꯦꯟꯖꯤꯅꯤꯌꯥꯔ
এঞ্জিলিস	ꯑꯦꯟꯖꯤꯂꯤꯁ
এঞ্জেলা	ꯑꯦꯟꯖꯦꯂꯥ
এঞ্জেলিক	ꯑꯦꯟꯖꯦꯂꯤꯀ
এট	ꯑꯦꯠ
এটমোসফিয়ার	ꯑꯦꯠꯃꯣꯁꯐꯤꯌꯥꯔ
এটলাস	ꯑꯦꯠꯂꯥꯁ
এটিরস	ꯑꯦꯇꯤꯔꯁ
এটেক	ꯑꯦꯇꯦꯛ
এটেক্তা	ꯑꯦꯇꯦꯛꯇꯥ
এটেন্দেন্স	ꯑꯦꯇꯦꯟꯗꯦꯟ꯭ꯁ
এটেন্সন	ꯑꯦꯇꯦꯟꯁꯟ
এটেন্সনশিং	ꯑꯦꯇꯦꯟꯁꯟꯁꯤꯡ
এটেপ	ꯑꯦꯇꯦꯞ
এটেম্পতা	ꯑꯦꯇꯦꯝ꯭ꯄꯇꯥ
এটেষ্ট	ꯑꯦꯇꯦꯁ꯭ꯇ
এটোমিক	ꯑꯦꯇꯣꯃꯤꯛ
এট্টেক	ꯑꯦꯠꯇꯦꯛ
এট্টেক্করশিং	ꯑꯦꯠꯇꯦꯛꯀꯔꯁꯤꯡ
এট্টেক্তা	ꯑꯦꯠꯇꯦꯛꯇꯥ
এঠলেট	ꯑꯦꯊꯂꯦꯠ
এঠলেটশিং	ꯑꯦꯊꯂꯦꯠꯁꯤꯡ
এঠলেটশিংগা	ꯑꯦꯊꯂꯦꯠꯁꯤꯡꯒꯥ
এঠলেটশিংগী	ꯑꯦꯊꯂꯦꯠꯁꯤꯡꯒꯤ
এঠলেটিক	ꯑꯦꯊꯂꯦꯇꯤꯛ
এঠলেটিক্স	ꯑꯦꯊꯂꯦꯇꯤꯛ꯭ꯁ
এঠলেটিক্সতা	ꯑꯦꯊꯂꯦꯇꯤꯛ꯭ꯁꯇꯥ
এডিচৌরিয়েলদা	ꯑꯦꯗꯤꯆꯧꯔꯤꯌꯦꯜꯗꯥ
এডিতোরিয়েলদা	ꯑꯦꯗꯤꯇꯣꯔꯤꯌꯦꯜꯗꯥ
এডিসনেল	ꯑꯦꯗꯤꯁꯅꯦꯜ
এণ্ড	ꯑꯦꯟ꯭ꯗ
এত	ꯑꯦꯠ
এতেক	ꯑꯦꯇꯦꯛ
এতেক্তা	ꯑꯦꯇꯦꯛꯇꯥ
এতেনসন	ꯑꯦꯇꯦꯟꯁꯟ
এতেন্দেন্ট	ꯑꯦꯇꯦꯟꯗꯦꯟ꯭ꯇ
এতেন্দেন্টনি	ꯑꯦꯇꯦꯟꯗꯦꯟ꯭ꯇꯅꯤ
এতেন্দেন্টশিংদা	ꯑꯦꯇꯦꯟꯗꯦꯟ꯭ꯇꯁꯤꯡꯗꯥ
এতেন্সন	ꯑꯦꯇꯦꯟꯁꯟ
এতেষ্ট	ꯑꯦꯇꯦꯁ꯭ꯇ
এতেসন	ꯑꯦꯇꯦꯁꯟ
এতেসনগী	ꯑꯦꯇꯦꯁꯟꯒꯤ
এতোমিক	ꯑꯦꯇꯣꯃꯤꯛ
এত্তেক	ꯑꯦꯠꯇꯦꯛ
এত্রোসসিতিজ	ꯑꯦꯇ꯭ꯔꯣꯁꯁꯤꯇꯤꯖ
এত্রোসিটিজ	ꯑꯦꯇ꯭ꯔꯣꯁꯤꯇꯤꯖ
এত্রোসিতিজ	ꯑꯦꯇ꯭ꯔꯣꯁꯤꯇꯤꯖ
এথলিটশিংগী	ꯑꯦꯊꯂꯤꯠꯁꯤꯡꯒꯤ
এথলিটশিংসু	ꯑꯦꯊꯂꯤꯇꯁꯤꯡꯁꯨ
এথলেক্তিক্সপু	ꯑꯦꯊꯂꯦꯛꯇꯤꯛ꯭ꯁꯄꯨ
এথলেট	ꯑꯦꯊꯂꯦꯠ
এথলেটশিং	ꯑꯦꯊꯂꯦꯠꯁꯤꯡ
এথলেটশিংগা	ꯑꯦꯊꯂꯦꯠꯁꯤꯡꯒꯥ
এথলেটশিংগী	ꯑꯦꯊꯂꯦꯠꯁꯤꯡꯒꯤ
এথলেটশিংদা	ꯑꯦꯊꯂꯦꯠꯁꯤꯡꯗꯥ
এথলেটশিংনা	ꯑꯦꯊꯂꯦꯠꯁꯤꯡꯅꯥ
এথলেটিক্স	ꯑꯦꯊꯂꯦꯇꯤꯛ꯭ꯁ
এথলেতিক	ꯑꯦꯊꯂꯦꯇꯤꯛ
এথলেতিক্সতা	ꯑꯦꯊꯂꯦꯇꯤꯛ꯭ꯁꯇꯥ
এথলেতিক্সপু	ꯑꯦꯊꯂꯦꯇꯤꯛ꯭ꯁꯄꯨ
এথেলিটশিং	ꯑꯦꯊꯦꯂꯤꯠꯁꯤꯡ
এথেলিটশিংনা	ꯑꯦꯊꯦꯂꯤꯠꯁꯤꯡꯅꯥ
এথেলেট	ꯑꯦꯊꯦꯂꯦꯠ
এথেলেটশিংগা	ꯑꯦꯊꯦꯂꯦꯠꯁꯤꯡꯒꯥ
এথেলেতিক	ꯑꯦꯊꯦꯂꯦꯇꯤꯛ
এথেলেতিক্তা	ꯑꯦꯊꯦꯂꯦꯇꯤꯛꯇꯥ
এদ	ꯑꯦꯗ
এদকী	ꯑꯦꯗꯀꯤ
এদগী	ꯑꯦꯗꯒꯤ
এদজসমেন্ট	ꯑꯦꯗꯖꯁꯃꯦꯟ꯭ꯇ
এদজুকেসন	ꯑꯦꯗꯖꯨꯀꯦꯁꯟ
এদজুকেসন্না	ꯑꯦꯗꯖꯨꯀꯦꯁꯟꯅꯥ
এদজোইনিং	ꯑꯦꯗꯖꯣꯢꯅꯤꯡ
এদজোইন্নিং	ꯑꯦꯗꯖꯣꯢꯟꯅꯤꯡ
এদজোরপসন	ꯑꯦꯗꯖꯣꯔꯞꯁꯟ
এদজোরমেন্ট	ꯑꯦꯗꯖꯣꯔꯃꯦꯟ꯭ꯇ
এদজোর্নমেন্ট	ꯑꯦꯗꯖꯣꯔ꯭ꯅꯃꯦꯟ꯭ꯇ
এদজোর্বসন	ꯑꯦꯗꯖꯣꯔ꯭ꯕꯁꯟ
এদনিষ্ট্রেসন	ꯑꯦꯗꯅꯤꯁ꯭ꯇ꯭ꯔꯦꯁꯟ
এদবােকেত	ꯑꯦꯗꯕꯣꯀꯦꯇ
এদভজাইজরি	ꯑꯦꯗꯚꯖꯥꯢꯖꯔꯤ
এদভরতাইজ	ꯑꯦꯗꯚꯔꯇꯥꯢꯖ
এদভরতাইজিং	ꯑꯦꯗꯚꯔꯇꯥꯢꯖꯤꯡ
এদভরতিজমেন্ট	ꯑꯦꯗꯚꯔꯇꯤꯖꯃꯦꯟ꯭ꯇ
এদভরস	ꯑꯦꯗꯚꯔꯁ
এদভর্টিজমেন্টশিং	ꯑꯦꯗꯚꯔꯇꯤꯖꯃꯦꯟ꯭ꯇꯁꯤꯡ
এদভর্টিসমেন্ট	ꯑꯦꯗꯚꯔꯇꯤꯁꯃꯦꯟ꯭ꯇ
এদভর্টিসমেন্টশিং	ꯑꯦꯗꯚꯔꯇꯤꯁꯃꯦꯟ꯭ꯇꯁꯤꯡ
এদভর্টিসমেন্টশিংগী	ꯑꯦꯗꯚꯔꯇꯤꯁꯃꯦꯟ꯭ꯇꯁꯤꯡꯒꯤ
এদভর্তিজমেন্ট	ꯑꯦꯗꯚꯔꯇꯤꯖꯃꯦꯟ꯭ꯇ
এদভর্স	ꯑꯦꯗꯚꯔ꯭ꯁ
এদভাইজর	ꯑꯦꯗꯚꯥꯢꯖꯔ
এদভাইজরগসু	ꯑꯦꯗꯚꯥꯢꯖꯔꯒꯁꯨ
এদভাইজরগী	ꯑꯦꯗꯚꯥꯢꯖꯔꯒꯤ
এদভাইজরশিং	ꯑꯦꯗꯚꯥꯢꯖꯔꯁꯤꯡ
এদভাইজরশিংগী	ꯑꯦꯗꯚꯥꯢꯖꯔꯁꯤꯡꯒꯤ
এদভাইজরি	ꯑꯦꯗꯚꯥꯢꯖꯔꯤ
এদভাইজরিগী	ꯑꯦꯗꯚꯥꯢꯖꯔꯤꯒꯤ
এদভাইজরিদা	ꯑꯦꯗꯚꯥꯢꯖꯔꯤꯗꯥ
এদভাইজরিশিং	ꯑꯦꯗꯚꯥꯢꯖꯔꯤꯁꯤꯡ
এদভাইস	ꯑꯦꯗꯚꯥꯢꯁ
এদভাইসশিং	ꯑꯦꯗꯚꯥꯢꯁꯁꯤꯡ
এদভান্স	ꯑꯦꯗꯚꯥꯟ꯭ꯁ
এদভান্সমেন্ট	ꯑꯦꯗꯚꯥꯟ꯭ꯁꯃꯦꯟ꯭ꯇ
এদভান্সিং	ꯑꯦꯗꯚꯥꯟꯁꯤꯡ
এদভার্টিসমেন্ট	ꯑꯦꯗꯚꯥꯔꯇꯤꯁꯃꯦꯟ꯭ꯇ
এদভাসজর	ꯑꯦꯗꯚꯥꯁꯖꯔ
এদভােকেটনা	ꯑꯦꯗꯚꯣꯀꯦꯇꯅꯥ
এদভেনচর	ꯑꯦꯗꯚꯦꯟꯆꯔ
এদভোকেট	ꯑꯦꯗꯚꯣꯀꯦꯠ
এদভোকেটশিং	ꯑꯦꯗꯚꯣꯀꯦꯠꯁꯤꯡ
এদভোকেসি	ꯑꯦꯗꯚꯣꯀꯦꯁꯤ
এদমন	ꯑꯦꯗꯃꯟ
এদমিট	ꯑꯦꯗꯃꯤꯠ
এদমিনিষ্ট্রসন	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯁꯟ
এদমিনিষ্ট্রেটর	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯔ
এদমিনিষ্ট্রেটরদা	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯔꯗꯥ
এদমিনিষ্ট্রেটরশিংদা	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯔꯁꯤꯡꯗꯥ
এদমিনিষ্ট্রেটিব	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯤꯕ
এদমিনিষ্ট্রেটিভ	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯤꯚ
এদমিনিষ্ট্রেতর	ꯑꯦꯗꯃꯤꯅꯤꯁꯇ꯭ꯔꯦꯇꯔ
